Field	Name	STD Offset	Rules	Format	Until	Comment	
Zone	Africa/Algiers	0:12:12	-	LMT	1891 Mar 16		
Zone	Africa/Algiers	0:09:21	-	PMT	1911 Mar 11 	 Paris Mean Time	
Zone	Africa/Algiers	0:00	Algeria	WE%sT	1940 Feb 25  2:00		
Zone	Africa/Algiers	1:00	Algeria	CE%sT	1946 Oct  7		
Zone	Africa/Algiers	0:00	-	WET	1956 Jan 29		
Zone	Africa/Algiers	1:00	-	CET	1963 Apr 14		
Zone	Africa/Algiers	0:00	Algeria	WE%sT	1977 Oct 21		
Zone	Africa/Algiers	1:00	Algeria	CE%sT	1979 Oct 26		
Zone	Africa/Algiers	0:00	Algeria	WE%sT	1981 May		
Zone	Africa/Algiers	1:00	-	CET			
Zone	Atlantic/Cape_Verde	-1:34:04	-	LMT	1912 Jan 01  2:00u 	 Praia	
Zone	Atlantic/Cape_Verde	-2:00	-	%z	1942 Sep		
Zone	Atlantic/Cape_Verde	-2:00	1:00	%z	1945 Oct 15		
Zone	Atlantic/Cape_Verde	-2:00	-	%z	1975 Nov 25  2:00		
Zone	Atlantic/Cape_Verde	-1:00	-	%z			
Zone	Africa/Ndjamena	1:00:12	-	LMT	1912 Jan  1 	 N'Djamena	
Zone	Africa/Ndjamena	1:00	-	WAT	1979 Oct 14		
Zone	Africa/Ndjamena	1:00	1:00	WAST	1980 Mar  8		
Zone	Africa/Ndjamena	1:00	-	WAT			
Zone	Africa/Abidjan	-0:16:08	-	LMT	1912 Jan  1		
Zone	Africa/Abidjan	0:00	-	GMT			
Zone	Africa/Cairo	2:05:09	-	LMT	1900 Oct		
Zone	Africa/Cairo	2:00	Egypt	EE%sT			
Zone	Africa/Bissau	-1:02:20	-	LMT	1912 Jan  1  1:00u		
Zone	Africa/Bissau	-1:00	-	%z	1975		
Zone	Africa/Bissau	0:00	-	GMT			
Zone	Africa/Nairobi	2:27:16	-	LMT	1908 May		
Zone	Africa/Nairobi	2:30	-	%z	1928 Jun 30 24:00		
Zone	Africa/Nairobi	3:00	-	EAT	1930 Jan  4 24:00		
Zone	Africa/Nairobi	2:30	-	%z	1936 Dec 31 24:00		
Zone	Africa/Nairobi	2:45	-	%z	1942 Jul 31 24:00		
Zone	Africa/Nairobi	3:00	-	EAT			
Zone	Africa/Monrovia	-0:43:08	-	LMT	1882		
Zone	Africa/Monrovia	-0:43:08	-	MMT	1919 Mar 	 Monrovia Mean Time	
Zone	Africa/Monrovia	-0:44:30	-	MMT	1972 Jan 7 	 approximately MMT	
Zone	Africa/Monrovia	0:00	-	GMT			
Zone	Africa/Tripoli	0:52:44	-	LMT	1920		
Zone	Africa/Tripoli	1:00	Libya	CE%sT	1959		
Zone	Africa/Tripoli	2:00	-	EET	1982		
Zone	Africa/Tripoli	1:00	Libya	CE%sT	1990 May  4		
Zone	Africa/Tripoli	2:00	-	EET	1996 Sep 30		
Zone	Africa/Tripoli	1:00	Libya	CE%sT	1997 Oct  4		
Zone	Africa/Tripoli	2:00	-	EET	2012 Nov 10  2:00		
Zone	Africa/Tripoli	1:00	Libya	CE%sT	2013 Oct 25  2:00		
Zone	Africa/Tripoli	2:00	-	EET			
Zone	Indian/Mauritius	3:50:00	-	LMT	1907	 Port Louis	
Zone	Indian/Mauritius	4:00	Mauritius	%z			
Zone	Africa/Casablanca	-0:30:20	-	LMT	1913 Oct 26		
Zone	Africa/Casablanca	0:00	Morocco	%z	1984 Mar 16		
Zone	Africa/Casablanca	1:00	-	%z	1986		
Zone	Africa/Casablanca	0:00	Morocco	%z	2018 Oct 28  3:00		
Zone	Africa/Casablanca	1:00	Morocco	%z			
Zone	Africa/El_Aaiun	-0:52:48	-	LMT	1934 Jan 	 El Aaiún	
Zone	Africa/El_Aaiun	-1:00	-	%z	1976 Apr 14		
Zone	Africa/El_Aaiun	0:00	Morocco	%z	2018 Oct 28  3:00		
Zone	Africa/El_Aaiun	1:00	Morocco	%z			
Zone	Africa/Maputo	2:10:18	-	LMT	1909		
Zone	Africa/Maputo	2:00	-	CAT			
Zone	Africa/Windhoek	1:08:24	-	LMT	1892 Feb 8		
Zone	Africa/Windhoek	1:30	-	%z	1903 Mar		
Zone	Africa/Windhoek	2:00	-	SAST	1942 Sep 20  2:00		
Zone	Africa/Windhoek	2:00	1:00	SAST	1943 Mar 21  2:00		
Zone	Africa/Windhoek	2:00	-	SAST	1990 Mar 21 	 independence	
Zone	Africa/Windhoek	2:00	Namibia	%s			
Zone	Africa/Lagos	0:13:35	-	LMT	1905 Jul  1		
Zone	Africa/Lagos	0:00	-	GMT	1908 Jul  1		
Zone	Africa/Lagos	0:13:35	-	LMT	1914 Jan  1		
Zone	Africa/Lagos	0:30	-	%z	1919 Sep  1		
Zone	Africa/Lagos	1:00	-	WAT			
Zone	Africa/Sao_Tome	0:26:56	-	LMT	1884		
Zone	Africa/Sao_Tome	-0:36:45	-	LMT	1912 Jan  1 00:00u 	 Lisbon MT	
Zone	Africa/Sao_Tome	0:00	-	GMT	2018 Jan  1 01:00		
Zone	Africa/Sao_Tome	1:00	-	WAT	2019 Jan  1 02:00		
Zone	Africa/Sao_Tome	0:00	-	GMT			
Zone	Africa/Johannesburg	1:52:00	-	LMT	1892 Feb 8		
Zone	Africa/Johannesburg	1:30	-	SAST	1903 Mar		
Zone	Africa/Johannesburg	2:00	SA	SAST			
Zone	Africa/Khartoum	2:10:08	-	LMT	1931		
Zone	Africa/Khartoum	2:00	Sudan	CA%sT	2000 Jan 15 12:00		
Zone	Africa/Khartoum	3:00	-	EAT	2017 Nov  1		
Zone	Africa/Khartoum	2:00	-	CAT			
Zone	Africa/Juba	2:06:28	-	LMT	1931		
Zone	Africa/Juba	2:00	Sudan	CA%sT	2000 Jan 15 12:00		
Zone	Africa/Juba	3:00	-	EAT	2021 Feb  1 00:00		
Zone	Africa/Juba	2:00	-	CAT			
Zone	Africa/Tunis	0:40:44	-	LMT	1881 May 12		
Zone	Africa/Tunis	0:09:21	-	PMT	1911 Mar 11 	 Paris Mean Time	
Zone	Africa/Tunis	1:00	Tunisia	CE%sT			
Zone	Antarctica/Casey	0	-	0	1969		
Zone	Antarctica/Casey	8:00	-	%z	2009 Oct 18  2:00		
Zone	Antarctica/Casey	11:00	-	%z	2010 Mar  5  2:00		
Zone	Antarctica/Casey	8:00	-	%z	2011 Oct 28  2:00		
Zone	Antarctica/Casey	11:00	-	%z	2012 Feb 21 17:00u		
Zone	Antarctica/Casey	8:00	-	%z	2016 Oct 22		
Zone	Antarctica/Casey	11:00	-	%z	2018 Mar 11  4:00		
Zone	Antarctica/Casey	8:00	-	%z	2018 Oct  7  4:00		
Zone	Antarctica/Casey	11:00	-	%z	2019 Mar 17  3:00		
Zone	Antarctica/Casey	8:00	-	%z	2019 Oct  4  3:00		
Zone	Antarctica/Casey	11:00	-	%z	2020 Mar  8  3:00		
Zone	Antarctica/Casey	8:00	-	%z	2020 Oct  4  0:01		
Zone	Antarctica/Casey	11:00	-	%z	2021 Mar 14  0:00		
Zone	Antarctica/Casey	8:00	-	%z	2021 Oct  3  0:01		
Zone	Antarctica/Casey	11:00	-	%z	2022 Mar 13  0:00		
Zone	Antarctica/Casey	8:00	-	%z	2022 Oct  2  0:01		
Zone	Antarctica/Casey	11:00	-	%z	2023 Mar  9  3:00		
Zone	Antarctica/Casey	8:00	-	%z			
Zone	Antarctica/Davis	0	-	0	1957 Jan 13		
Zone	Antarctica/Davis	7:00	-	%z	1964 Nov		
Zone	Antarctica/Davis	0	-	0	1969 Feb		
Zone	Antarctica/Davis	7:00	-	%z	2009 Oct 18  2:00		
Zone	Antarctica/Davis	5:00	-	%z	2010 Mar 10 20:00u		
Zone	Antarctica/Davis	7:00	-	%z	2011 Oct 28  2:00		
Zone	Antarctica/Davis	5:00	-	%z	2012 Feb 21 20:00u		
Zone	Antarctica/Davis	7:00	-	%z			
Zone	Antarctica/Mawson	0	-	0	1954 Feb 13		
Zone	Antarctica/Mawson	6:00	-	%z	2009 Oct 18  2:00		
Zone	Antarctica/Mawson	5:00	-	%z			
Zone	Antarctica/Troll	0	-	0	2005 Feb 12		
Zone	Antarctica/Troll	0:00	Troll	%s			
Zone	Antarctica/Vostok	0	-	0	1957 Dec 16		
Zone	Antarctica/Vostok	7:00	-	%z	1994 Feb		
Zone	Antarctica/Vostok	0	-	0	1994 Nov		
Zone	Antarctica/Vostok	7:00	-	%z	2023 Dec 18  2:00		
Zone	Antarctica/Vostok	5:00	-	%z			
Zone	Antarctica/Rothera	0	-	0	1976 Dec  1		
Zone	Antarctica/Rothera	-3:00	-	%z			
Zone	Asia/Kabul	4:36:48	-	LMT	1890		
Zone	Asia/Kabul	4:00	-	%z	1945		
Zone	Asia/Kabul	4:30	-	%z			
Zone	Asia/Yerevan	2:58:00	-	LMT	1924 May  2		
Zone	Asia/Yerevan	3:00	-	%z	1957 Mar		
Zone	Asia/Yerevan	4:00	RussiaAsia	%z	1991 Mar 31  2:00s		
Zone	Asia/Yerevan	3:00	RussiaAsia	%z	1995 Sep 24  2:00s		
Zone	Asia/Yerevan	4:00	-	%z	1997		
Zone	Asia/Yerevan	4:00	RussiaAsia	%z	2011		
Zone	Asia/Yerevan	4:00	Armenia	%z			
Zone	Asia/Baku	3:19:24	-	LMT	1924 May  2		
Zone	Asia/Baku	3:00	-	%z	1957 Mar		
Zone	Asia/Baku	4:00	RussiaAsia	%z	1991 Mar 31  2:00s		
Zone	Asia/Baku	3:00	RussiaAsia	%z	1992 Sep lastSun  2:00s		
Zone	Asia/Baku	4:00	-	%z	1996		
Zone	Asia/Baku	4:00	EUAsia	%z	1997		
Zone	Asia/Baku	4:00	Azer	%z			
Zone	Asia/Dhaka	6:01:40	-	LMT	1890		
Zone	Asia/Dhaka	5:53:20	-	HMT	1941 Oct    	 Howrah Mean Time?	
Zone	Asia/Dhaka	6:30	-	%z	1942 May 15		
Zone	Asia/Dhaka	5:30	-	%z	1942 Sep		
Zone	Asia/Dhaka	6:30	-	%z	1951 Sep 30		
Zone	Asia/Dhaka	6:00	-	%z	2009		
Zone	Asia/Dhaka	6:00	Dhaka	%z			
Zone	Asia/Thimphu	5:58:36	-	LMT	1947 Aug 15 	 or Thimbu	
Zone	Asia/Thimphu	5:30	-	%z	1987 Oct		
Zone	Asia/Thimphu	6:00	-	%z			
Zone	Indian/Chagos	4:49:40	-	LMT	1907		
Zone	Indian/Chagos	5:00	-	%z	1996		
Zone	Indian/Chagos	6:00	-	%z			
Zone	Asia/Yangon	6:24:47	-	LMT	1880	 or Rangoon	
Zone	Asia/Yangon	6:24:47	-	RMT	1920	 Rangoon local time	
Zone	Asia/Yangon	6:30	-	%z	1942 May		
Zone	Asia/Yangon	9:00	-	%z	1945 May  3		
Zone	Asia/Yangon	6:30	-	%z			
Zone	Asia/Shanghai	8:05:43	-	LMT	1901		
Zone	Asia/Shanghai	8:00	Shang	C%sT	1949 May 28		
Zone	Asia/Shanghai	8:00	PRC	C%sT			
Zone	Asia/Urumqi	5:50:20	-	LMT	1928		
Zone	Asia/Urumqi	6:00	-	%z			
Zone	Asia/Hong_Kong	7:36:42	-	LMT	1904 Oct 29 17:00u		
Zone	Asia/Hong_Kong	8:00	-	HKT	1941 Jun 15  3:00		
Zone	Asia/Hong_Kong	8:00	1:00	HKST	1941 Oct  1  4:00		
Zone	Asia/Hong_Kong	8:00	0:30	HKWT	1941 Dec 25		
Zone	Asia/Hong_Kong	9:00	-	JST	1945 Nov 18  2:00		
Zone	Asia/Hong_Kong	8:00	HK	HK%sT			
Zone	Asia/Taipei	8:06:00	-	LMT	1896 Jan  1		
Zone	Asia/Taipei	8:00	-	CST	1937 Oct  1		
Zone	Asia/Taipei	9:00	-	JST	1945 Sep 21  1:00		
Zone	Asia/Taipei	8:00	Taiwan	C%sT			
Zone	Asia/Macau	7:34:10	-	LMT	1904 Oct 30		
Zone	Asia/Macau	8:00	-	CST	1941 Dec 21 23:00		
Zone	Asia/Macau	9:00	Macau	%z	1945 Sep 30 24:00		
Zone	Asia/Macau	8:00	Macau	C%sT			
Zone	Asia/Nicosia	2:13:28	-	LMT	1921 Nov 14		
Zone	Asia/Nicosia	2:00	Cyprus	EE%sT	1998 Sep		
Zone	Asia/Nicosia	2:00	EUAsia	EE%sT			
Zone	Asia/Famagusta	2:15:48	-	LMT	1921 Nov 14		
Zone	Asia/Famagusta	2:00	Cyprus	EE%sT	1998 Sep		
Zone	Asia/Famagusta	2:00	EUAsia	EE%sT	2016 Sep  8		
Zone	Asia/Famagusta	3:00	-	%z	2017 Oct 29 1:00u		
Zone	Asia/Famagusta	2:00	EUAsia	EE%sT			
Zone	Asia/Tbilisi	2:59:11	-	LMT	1880		
Zone	Asia/Tbilisi	2:59:11	-	TBMT	1924 May  2 	 Tbilisi Mean Time	
Zone	Asia/Tbilisi	3:00	-	%z	1957 Mar		
Zone	Asia/Tbilisi	4:00	RussiaAsia	%z	1991 Mar 31  2:00s		
Zone	Asia/Tbilisi	3:00	RussiaAsia	%z	1992		
Zone	Asia/Tbilisi	3:00	E-EurAsia	%z	1994 Sep lastSun		
Zone	Asia/Tbilisi	4:00	E-EurAsia	%z	1996 Oct lastSun		
Zone	Asia/Tbilisi	4:00	1:00	%z	1997 Mar lastSun		
Zone	Asia/Tbilisi	4:00	E-EurAsia	%z	2004 Jun 27		
Zone	Asia/Tbilisi	3:00	RussiaAsia	%z	2005 Mar lastSun  2:00		
Zone	Asia/Tbilisi	4:00	-	%z			
Zone	Asia/Dili	8:22:20	-	LMT	1911 Dec 31 16:00u		
Zone	Asia/Dili	8:00	-	%z	1942 Feb 21 23:00		
Zone	Asia/Dili	9:00	-	%z	1976 May  3		
Zone	Asia/Dili	8:00	-	%z	2000 Sep 17  0:00		
Zone	Asia/Dili	9:00	-	%z			
Zone	Asia/Kolkata	5:53:28	-	LMT	1854 Jun 28 	 Kolkata	
Zone	Asia/Kolkata	5:53:20	-	HMT	1870	    	 Howrah Mean Time?
Zone	Asia/Kolkata	5:21:10	-	MMT	1906 Jan  1 	 Madras local time	
Zone	Asia/Kolkata	5:30	-	IST	1941 Oct		
Zone	Asia/Kolkata	5:30	1:00	%z	1942 May 15		
Zone	Asia/Kolkata	5:30	-	IST	1942 Sep		
Zone	Asia/Kolkata	5:30	1:00	%z	1945 Oct 15		
Zone	Asia/Kolkata	5:30	-	IST			
Zone	Asia/Jakarta	7:07:12	-	LMT	1867 Aug 10		
Zone	Asia/Jakarta	7:07:12	-	BMT	1923 Dec 31 16:40u 	 Batavia	
Zone	Asia/Jakarta	7:20	-	%z	1932 Nov		
Zone	Asia/Jakarta	7:30	-	%z	1942 Mar 23		
Zone	Asia/Jakarta	9:00	-	%z	1945 Sep 23		
Zone	Asia/Jakarta	7:30	-	%z	1948 May		
Zone	Asia/Jakarta	8:00	-	%z	1950 May		
Zone	Asia/Jakarta	7:30	-	%z	1964		
Zone	Asia/Jakarta	7:00	-	WIB			
Zone	Asia/Pontianak	7:17:20	-	LMT	1908 May		
Zone	Asia/Pontianak	7:17:20	-	PMT	1932 Nov    	 Pontianak MT	
Zone	Asia/Pontianak	7:30	-	%z	1942 Jan 29		
Zone	Asia/Pontianak	9:00	-	%z	1945 Sep 23		
Zone	Asia/Pontianak	7:30	-	%z	1948 May		
Zone	Asia/Pontianak	8:00	-	%z	1950 May		
Zone	Asia/Pontianak	7:30	-	%z	1964		
Zone	Asia/Pontianak	8:00	-	WITA	1988 Jan  1		
Zone	Asia/Pontianak	7:00	-	WIB			
Zone	Asia/Makassar	7:57:36	-	LMT	1920		
Zone	Asia/Makassar	7:57:36	-	MMT	1932 Nov    	 Macassar MT	
Zone	Asia/Makassar	8:00	-	%z	1942 Feb  9		
Zone	Asia/Makassar	9:00	-	%z	1945 Sep 23		
Zone	Asia/Makassar	8:00	-	WITA			
Zone	Asia/Jayapura	9:22:48	-	LMT	1932 Nov		
Zone	Asia/Jayapura	9:00	-	%z	1944 Sep  1		
Zone	Asia/Jayapura	9:30	-	%z	1964		
Zone	Asia/Jayapura	9:00	-	WIT			
Zone	Asia/Tehran	3:25:44	-	LMT	1916		
Zone	Asia/Tehran	3:25:44	-	TMT	1935 Jun 13 	 Tehran Mean Time	
Zone	Asia/Tehran	3:30	Iran	%z	1977 Oct 20 24:00		
Zone	Asia/Tehran	4:00	Iran	%z	1979		
Zone	Asia/Tehran	3:30	Iran	%z			
Zone	Asia/Baghdad	2:57:40	-	LMT	1890		
Zone	Asia/Baghdad	2:57:36	-	BMT	1918	 Baghdad Mean Time?	
Zone	Asia/Baghdad	3:00	-	%z	1982 May		
Zone	Asia/Baghdad	3:00	Iraq	%z			
Zone	Asia/Jerusalem	2:20:54	-	LMT	1880		
Zone	Asia/Jerusalem	2:20:40	-	JMT	1918	 Jerusalem Mean Time?	
Zone	Asia/Jerusalem	2:00	Zion	I%sT			
Zone	Asia/Tokyo	9:18:59	-	LMT	1887 Dec 31 15:00u		
Zone	Asia/Tokyo	9:00	Japan	J%sT			
Zone	Asia/Amman	2:23:44	-	LMT	1931		
Zone	Asia/Amman	2:00	Jordan	EE%sT	2022 Oct 28 0:00s		
Zone	Asia/Amman	3:00	-	%z			
Zone	Asia/Almaty	5:07:48	-	LMT	1924 May  2 	 or Alma-Ata	
Zone	Asia/Almaty	5:00	-	%z	1930 Jun 21		
Zone	Asia/Almaty	6:00	RussiaAsia	%z	1991 Mar 31  2:00s		
Zone	Asia/Almaty	5:00	RussiaAsia	%z	1992 Jan 19  2:00s		
Zone	Asia/Almaty	6:00	RussiaAsia	%z	2004 Oct 31  2:00s		
Zone	Asia/Almaty	6:00	-	%z	2024 Mar  1  0:00		
Zone	Asia/Almaty	5:00	-	%z			
Zone	Asia/Qyzylorda	4:21:52	-	LMT	1924 May  2		
Zone	Asia/Qyzylorda	4:00	-	%z	1930 Jun 21		
Zone	Asia/Qyzylorda	5:00	-	%z	1981 Apr  1		
Zone	Asia/Qyzylorda	5:00	1:00	%z	1981 Oct  1		
Zone	Asia/Qyzylorda	6:00	-	%z	1982 Apr  1		
Zone	Asia/Qyzylorda	5:00	RussiaAsia	%z	1991 Mar 31  2:00s		
Zone	Asia/Qyzylorda	4:00	RussiaAsia	%z	1991 Sep 29  2:00s		
Zone	Asia/Qyzylorda	5:00	RussiaAsia	%z	1992 Jan 19  2:00s		
Zone	Asia/Qyzylorda	6:00	RussiaAsia	%z	1992 Mar 29  2:00s		
Zone	Asia/Qyzylorda	5:00	RussiaAsia	%z	2004 Oct 31  2:00s		
Zone	Asia/Qyzylorda	6:00	-	%z	2018 Dec 21  0:00		
Zone	Asia/Qyzylorda	5:00	-	%z			
Zone	Asia/Qostanay	4:14:28	-	LMT	1924 May  2		
Zone	Asia/Qostanay	4:00	-	%z	1930 Jun 21		
Zone	Asia/Qostanay	5:00	-	%z	1981 Apr  1		
Zone	Asia/Qostanay	5:00	1:00	%z	1981 Oct  1		
Zone	Asia/Qostanay	6:00	-	%z	1982 Apr  1		
Zone	Asia/Qostanay	5:00	RussiaAsia	%z	1991 Mar 31  2:00s		
Zone	Asia/Qostanay	4:00	RussiaAsia	%z	1992 Jan 19  2:00s		
Zone	Asia/Qostanay	5:00	RussiaAsia	%z	2004 Oct 31  2:00s		
Zone	Asia/Qostanay	6:00	-	%z	2024 Mar  1  0:00		
Zone	Asia/Qostanay	5:00	-	%z			
Zone	Asia/Aqtobe	3:48:40	-	LMT	1924 May  2		
Zone	Asia/Aqtobe	4:00	-	%z	1930 Jun 21		
Zone	Asia/Aqtobe	5:00	-	%z	1981 Apr  1		
Zone	Asia/Aqtobe	5:00	1:00	%z	1981 Oct  1		
Zone	Asia/Aqtobe	6:00	-	%z	1982 Apr  1		
Zone	Asia/Aqtobe	5:00	RussiaAsia	%z	1991 Mar 31  2:00s		
Zone	Asia/Aqtobe	4:00	RussiaAsia	%z	1992 Jan 19  2:00s		
Zone	Asia/Aqtobe	5:00	RussiaAsia	%z	2004 Oct 31  2:00s		
Zone	Asia/Aqtobe	5:00	-	%z			
Zone	Asia/Aqtau	3:21:04	-	LMT	1924 May  2		
Zone	Asia/Aqtau	4:00	-	%z	1930 Jun 21		
Zone	Asia/Aqtau	5:00	-	%z	1981 Oct  1		
Zone	Asia/Aqtau	6:00	-	%z	1982 Apr  1		
Zone	Asia/Aqtau	5:00	RussiaAsia	%z	1991 Mar 31  2:00s		
Zone	Asia/Aqtau	4:00	RussiaAsia	%z	1992 Jan 19  2:00s		
Zone	Asia/Aqtau	5:00	RussiaAsia	%z	1994 Sep 25  2:00s		
Zone	Asia/Aqtau	4:00	RussiaAsia	%z	2004 Oct 31  2:00s		
Zone	Asia/Aqtau	5:00	-	%z			
Zone	Asia/Atyrau	3:27:44	-	LMT	1924 May  2		
Zone	Asia/Atyrau	3:00	-	%z	1930 Jun 21		
Zone	Asia/Atyrau	5:00	-	%z	1981 Oct  1		
Zone	Asia/Atyrau	6:00	-	%z	1982 Apr  1		
Zone	Asia/Atyrau	5:00	RussiaAsia	%z	1991 Mar 31  2:00s		
Zone	Asia/Atyrau	4:00	RussiaAsia	%z	1992 Jan 19  2:00s		
Zone	Asia/Atyrau	5:00	RussiaAsia	%z	1999 Mar 28  2:00s		
Zone	Asia/Atyrau	4:00	RussiaAsia	%z	2004 Oct 31  2:00s		
Zone	Asia/Atyrau	5:00	-	%z			
Zone	Asia/Oral	3:25:24	-	LMT	1924 May  2 	 or Ural'sk	
Zone	Asia/Oral	3:00	-	%z	1930 Jun 21		
Zone	Asia/Oral	5:00	-	%z	1981 Apr  1		
Zone	Asia/Oral	5:00	1:00	%z	1981 Oct  1		
Zone	Asia/Oral	6:00	-	%z	1982 Apr  1		
Zone	Asia/Oral	5:00	RussiaAsia	%z	1989 Mar 26  2:00s		
Zone	Asia/Oral	4:00	RussiaAsia	%z	1992 Jan 19  2:00s		
Zone	Asia/Oral	5:00	RussiaAsia	%z	1992 Mar 29  2:00s		
Zone	Asia/Oral	4:00	RussiaAsia	%z	2004 Oct 31  2:00s		
Zone	Asia/Oral	5:00	-	%z			
Zone	Asia/Bishkek	4:58:24	-	LMT	1924 May  2		
Zone	Asia/Bishkek	5:00	-	%z	1930 Jun 21		
Zone	Asia/Bishkek	6:00	RussiaAsia	%z	1991 Mar 31  2:00s		
Zone	Asia/Bishkek	5:00	RussiaAsia	%z	1991 Aug 31  2:00		
Zone	Asia/Bishkek	5:00	Kyrgyz	%z	2005 Aug 12		
Zone	Asia/Bishkek	6:00	-	%z			
Zone	Asia/Seoul	8:27:52	-	LMT	1908 Apr  1		
Zone	Asia/Seoul	8:30	-	KST	1912 Jan  1		
Zone	Asia/Seoul	9:00	-	JST	1945 Sep  8		
Zone	Asia/Seoul	9:00	ROK	K%sT	1954 Mar 21		
Zone	Asia/Seoul	8:30	ROK	K%sT	1961 Aug 10		
Zone	Asia/Seoul	9:00	ROK	K%sT			
Zone	Asia/Pyongyang	8:23:00	-	LMT	1908 Apr  1		
Zone	Asia/Pyongyang	8:30	-	KST	1912 Jan  1		
Zone	Asia/Pyongyang	9:00	-	JST	1945 Aug 24		
Zone	Asia/Pyongyang	9:00	-	KST	2015 Aug 15 00:00		
Zone	Asia/Pyongyang	8:30	-	KST	2018 May  4 23:30		
Zone	Asia/Pyongyang	9:00	-	KST			
Zone	Asia/Beirut	2:22:00	-	LMT	1880		
Zone	Asia/Beirut	2:00	Lebanon	EE%sT			
Zone	Asia/Kuching	7:21:20	-	LMT	1926 Mar		
Zone	Asia/Kuching	7:30	-	%z	1933		
Zone	Asia/Kuching	8:00	NBorneo	%z	1942 Feb 16		
Zone	Asia/Kuching	9:00	-	%z	1945 Sep 12		
Zone	Asia/Kuching	8:00	-	%z			
Zone	Indian/Maldives	4:54:00	-	LMT	1880	 Malé	
Zone	Indian/Maldives	4:54:00	-	MMT	1960	 Malé Mean Time	
Zone	Indian/Maldives	5:00	-	%z			
Zone	Asia/Hovd	6:06:36	-	LMT	1905 Aug		
Zone	Asia/Hovd	6:00	-	%z	1978		
Zone	Asia/Hovd	7:00	Mongol	%z			
Zone	Asia/Ulaanbaatar	7:07:32	-	LMT	1905 Aug		
Zone	Asia/Ulaanbaatar	7:00	-	%z	1978		
Zone	Asia/Ulaanbaatar	8:00	Mongol	%z			
Zone	Asia/Kathmandu	5:41:16	-	LMT	1920		
Zone	Asia/Kathmandu	5:30	-	%z	1986		
Zone	Asia/Kathmandu	5:45	-	%z			
Zone	Asia/Karachi	4:28:12	-	LMT	1907		
Zone	Asia/Karachi	5:30	-	%z	1942 Sep		
Zone	Asia/Karachi	5:30	1:00	%z	1945 Oct 15		
Zone	Asia/Karachi	5:30	-	%z	1951 Sep 30		
Zone	Asia/Karachi	5:00	-	%z	1971 Mar 26		
Zone	Asia/Karachi	5:00	Pakistan	PK%sT			
Zone	Asia/Gaza	2:17:52	-	LMT	1900 Oct		
Zone	Asia/Gaza	2:00	Zion	EET/EEST	1948 May 15		
Zone	Asia/Gaza	2:00	EgyptAsia	EE%sT	1967 Jun  5		
Zone	Asia/Gaza	2:00	Zion	I%sT	1996		
Zone	Asia/Gaza	2:00	Jordan	EE%sT	1999		
Zone	Asia/Gaza	2:00	Palestine	EE%sT	2008 Aug 29  0:00		
Zone	Asia/Gaza	2:00	-	EET	2008 Sep		
Zone	Asia/Gaza	2:00	Palestine	EE%sT	2010		
Zone	Asia/Gaza	2:00	-	EET	2010 Mar 27  0:01		
Zone	Asia/Gaza	2:00	Palestine	EE%sT	2011 Aug  1		
Zone	Asia/Gaza	2:00	-	EET	2012		
Zone	Asia/Gaza	2:00	Palestine	EE%sT			
Zone	Asia/Hebron	2:20:23	-	LMT	1900 Oct		
Zone	Asia/Hebron	2:00	Zion	EET/EEST	1948 May 15		
Zone	Asia/Hebron	2:00	EgyptAsia	EE%sT	1967 Jun  5		
Zone	Asia/Hebron	2:00	Zion	I%sT	1996		
Zone	Asia/Hebron	2:00	Jordan	EE%sT	1999		
Zone	Asia/Hebron	2:00	Palestine	EE%sT			
Zone	Asia/Manila	-15:56:00	-	LMT	1844 Dec 31		
Zone	Asia/Manila	8:04:00	-	LMT	1899 May 11		
Zone	Asia/Manila	8:00	Phil	P%sT	1942 May		
Zone	Asia/Manila	9:00	-	JST	1944 Nov		
Zone	Asia/Manila	8:00	Phil	P%sT			
Zone	Asia/Qatar	3:26:08	-	LMT	1920	 Al Dawhah / Doha	
Zone	Asia/Qatar	4:00	-	%z	1972 Jun		
Zone	Asia/Qatar	3:00	-	%z			
Zone	Asia/Riyadh	3:06:52	-	LMT	1947 Mar 14		
Zone	Asia/Riyadh	3:00	-	%z			
Zone	Asia/Singapore	6:55:25	-	LMT	1901 Jan  1		
Zone	Asia/Singapore	6:55:25	-	SMT	1905 Jun  1 	 Singapore M.T.	
Zone	Asia/Singapore	7:00	-	%z	1933 Jan  1		
Zone	Asia/Singapore	7:00	0:20	%z	1936 Jan  1		
Zone	Asia/Singapore	7:20	-	%z	1941 Sep  1		
Zone	Asia/Singapore	7:30	-	%z	1942 Feb 16		
Zone	Asia/Singapore	9:00	-	%z	1945 Sep 12		
Zone	Asia/Singapore	7:30	-	%z	1981 Dec 31 16:00u		
Zone	Asia/Singapore	8:00	-	%z			
Zone	Asia/Colombo	5:19:24	-	LMT	1880		
Zone	Asia/Colombo	5:19:32	-	MMT	1906	 Moratuwa Mean Time	
Zone	Asia/Colombo	5:30	-	%z	1942 Jan  5		
Zone	Asia/Colombo	5:30	0:30	%z	1942 Sep		
Zone	Asia/Colombo	5:30	1:00	%z	1945 Oct 16  2:00		
Zone	Asia/Colombo	5:30	-	%z	1996 May 25  0:00		
Zone	Asia/Colombo	6:30	-	%z	1996 Oct 26  0:30		
Zone	Asia/Colombo	6:00	-	%z	2006 Apr 15  0:30		
