Field	Name	STD Offset	Rules	Format	Until	Comment	
Zone	Europe/Riga	2:00	-	EET	1940 Aug  5		
Zone	Europe/Riga	3:00	-	MSK	1941 Jul		
Zone	Europe/Riga	1:00	C-Eur	CE%sT	1944 Oct 13		
Zone	Europe/Riga	3:00	Russia	MSK/MSD	1989 Mar lastSun  2:00s		
Zone	Europe/Riga	2:00	1:00	EEST	1989 Sep lastSun  2:00s		
Zone	Europe/Riga	2:00	Latvia	EE%sT	1997 Jan 21		
Zone	Europe/Riga	2:00	EU	EE%sT	2000 Feb 29		
Zone	Europe/Riga	2:00	-	EET	2001 Jan  2		
Zone	Europe/Riga	2:00	EU	EE%sT			
Zone	Europe/Vilnius	1:41:16	-	LMT	1880		
Zone	Europe/Vilnius	1:24:00	-	WMT	1917	 Warsaw Mean Time	
Zone	Europe/Vilnius	1:35:36	-	KMT	1919 Oct 10 	 Kaunas Mean Time	
Zone	Europe/Vilnius	1:00	-	CET	1920 Jul 12		
Zone	Europe/Vilnius	2:00	-	EET	1920 Oct  9		
Zone	Europe/Vilnius	1:00	-	CET	1940 Aug  3		
Zone	Europe/Vilnius	3:00	-	MSK	1941 Jun 24		
Zone	Europe/Vilnius	1:00	C-Eur	CE%sT	1944 Aug		
Zone	Europe/Vilnius	3:00	Russia	MSK/MSD	1989 Mar 26  2:00s		
Zone	Europe/Vilnius	2:00	Russia	EE%sT	1991 Sep 29  2:00s		
Zone	Europe/Vilnius	2:00	C-Eur	EE%sT	1998		
Zone	Europe/Vilnius	2:00	-	EET	1998 Mar 29  1:00u		
Zone	Europe/Vilnius	1:00	EU	CE%sT	1999 Oct 31  1:00u		
Zone	Europe/Vilnius	2:00	-	EET	2003 Jan  1		
Zone	Europe/Vilnius	2:00	EU	EE%sT			
Zone	Europe/Malta	0:58:04	-	LMT	1893 Nov  2 	 Valletta	
Zone	Europe/Malta	1:00	Italy	CE%sT	1973 Mar 31		
Zone	Europe/Malta	1:00	Malta	CE%sT	1981		
Zone	Europe/Malta	1:00	EU	CE%sT			
Zone	Europe/Chisinau	1:55:20	-	LMT	1880		
Zone	Europe/Chisinau	1:55	-	CMT	1918 Feb 15 	 Chisinau MT	
Zone	Europe/Chisinau	1:44:24	-	BMT	1931 Jul 24 	 Bucharest MT	
Zone	Europe/Chisinau	2:00	Romania	EE%sT	1940 Aug 15		
Zone	Europe/Chisinau	2:00	1:00	EEST	1941 Jul 17		
Zone	Europe/Chisinau	1:00	C-Eur	CE%sT	1944 Aug 24		
Zone	Europe/Chisinau	3:00	Russia	MSK/MSD	1990 May  6  2:00		
Zone	Europe/Chisinau	2:00	Russia	EE%sT	1992		
Zone	Europe/Chisinau	2:00	E-Eur	EE%sT	1997		
Zone	Europe/Chisinau	2:00	Moldova	EE%sT			
Zone	Europe/Warsaw	1:24:00	-	LMT	1880		
Zone	Europe/Warsaw	1:24:00	-	WMT	1915 Aug  5 	 Warsaw Mean Time	
Zone	Europe/Warsaw	1:00	C-Eur	CE%sT	1918 Sep 16  3:00		
Zone	Europe/Warsaw	2:00	Poland	EE%sT	1922 Jun		
Zone	Europe/Warsaw	1:00	Poland	CE%sT	1940 Jun 23  2:00		
Zone	Europe/Warsaw	1:00	C-Eur	CE%sT	1944 Oct		
Zone	Europe/Warsaw	1:00	Poland	CE%sT	1977		
Zone	Europe/Warsaw	1:00	W-Eur	CE%sT	1988		
Zone	Europe/Warsaw	1:00	EU	CE%sT			
Zone	Europe/Lisbon	-0:36:45	-	LMT	1884		
Zone	Europe/Lisbon	-0:36:45	-	LMT	1912 Jan  1  0:00u 	 Lisbon MT	
Zone	Europe/Lisbon	0:00	Port	WE%sT	1966 Oct  2  2:00s		
Zone	Europe/Lisbon	1:00	-	CET	1976 Sep 26  1:00		
Zone	Europe/Lisbon	0:00	Port	WE%sT	1986		
Zone	Europe/Lisbon	0:00	EU	WE%sT	1992 Sep 27  1:00u		
Zone	Europe/Lisbon	1:00	EU	CE%sT	1996 Mar 31  1:00u		
Zone	Europe/Lisbon	0:00	EU	WE%sT			
Zone	Atlantic/Azores	-1:42:40	-	LMT	1884	 Ponta Delgada	
Zone	Atlantic/Azores	-1:54:32	-	HMT	1912 Jan  1  2:00u 	 Horta MT	
Zone	Atlantic/Azores	-2:00	Port	%z	1966 Oct  2  2:00s		
Zone	Atlantic/Azores	-1:00	-	%z	1982 Mar 28  0:00s		
Zone	Atlantic/Azores	-1:00	Port	%z	1986		
Zone	Atlantic/Azores	-1:00	EU	%z	1992 Dec 27  1:00s		
Zone	Atlantic/Azores	0:00	EU	WE%sT	1993 Jun 17  1:00u		
Zone	Atlantic/Azores	-1:00	EU	%z			
Zone	Atlantic/Madeira	-1:07:36	-	LMT	1884	 Funchal	
Zone	Atlantic/Madeira	-1:07:36	-	FMT	1912 Jan  1  1:00u 	 Funchal MT	
Zone	Atlantic/Madeira	-1:00	Port	%z	1966 Oct  2  2:00s		
Zone	Atlantic/Madeira	0:00	-	WET	1982 Apr  4		
Zone	Atlantic/Madeira	0:00	Port	WE%sT	1986 Jul 31		
Zone	Atlantic/Madeira	0:00	EU	WE%sT			
Zone	Europe/Bucharest	1:44:24	-	LMT	1891 Oct		
Zone	Europe/Bucharest	1:44:24	-	BMT	1931 Jul 24 	 Bucharest MT	
Zone	Europe/Bucharest	2:00	Romania	EE%sT	1981 Mar 29  2:00s		
Zone	Europe/Bucharest	2:00	C-Eur	EE%sT	1991		
Zone	Europe/Bucharest	2:00	Romania	EE%sT	1994		
Zone	Europe/Bucharest	2:00	E-Eur	EE%sT	1997		
Zone	Europe/Bucharest	2:00	EU	EE%sT			
Zone	Europe/Kaliningrad	1:22:00	-	LMT	1893 Apr		
Zone	Europe/Kaliningrad	1:00	C-Eur	CE%sT	1945 Apr 10		
Zone	Europe/Kaliningrad	2:00	Poland	EE%sT	1946 Apr  7		
Zone	Europe/Kaliningrad	3:00	Russia	MSK/MSD	1989 Mar 26  2:00s		
Zone	Europe/Kaliningrad	2:00	Russia	EE%sT	2011 Mar 27  2:00s		
Zone	Europe/Kaliningrad	3:00	-	%z	2014 Oct 26  2:00s		
Zone	Europe/Kaliningrad	2:00	-	EET			
Zone	Europe/Moscow	2:30:17	-	LMT	1880		
Zone	Europe/Moscow	2:30:17	-	MMT	1916 Jul  3 	 Moscow Mean Time	
Zone	Europe/Moscow	2:31:19	Russia	%s	1919 Jul  1  0:00u		
Zone	Europe/Moscow	3:00	Russia	%s	1921 Oct		
Zone	Europe/Moscow	3:00	Russia	MSK/MSD	1922 Oct		
Zone	Europe/Moscow	2:00	-	EET	1930 Jun 21		
Zone	Europe/Moscow	3:00	Russia	MSK/MSD	1991 Mar 31  2:00s		
Zone	Europe/Moscow	2:00	Russia	EE%sT	1992 Jan 19  2:00s		
Zone	Europe/Moscow	3:00	Russia	MSK/MSD	2011 Mar 27  2:00s		
Zone	Europe/Moscow	4:00	-	MSK	2014 Oct 26  2:00s		
Zone	Europe/Moscow	3:00	-	MSK			
Zone	Europe/Simferopol	2:16:24	-	LMT	1880		
Zone	Europe/Simferopol	2:16	-	SMT	1924 May  2 	 Simferopol Mean T	
Zone	Europe/Simferopol	2:00	-	EET	1930 Jun 21		
Zone	Europe/Simferopol	3:00	-	MSK	1941 Nov		
Zone	Europe/Simferopol	1:00	C-Eur	CE%sT	1944 Apr 13		
Zone	Europe/Simferopol	3:00	Russia	MSK/MSD	1990		
Zone	Europe/Simferopol	3:00	-	MSK	1990 Jul  1  2:00		
Zone	Europe/Simferopol	2:00	-	EET	1992 Mar 20		
Zone	Europe/Simferopol	2:00	C-Eur	EE%sT	1994 May		
Zone	Europe/Simferopol	3:00	C-Eur	MSK/MSD	1996 Mar 31  0:00s		
Zone	Europe/Simferopol	3:00	1:00	MSD	1996 Oct 27  3:00s		
Zone	Europe/Simferopol	3:00	-	MSK	1997 Mar lastSun  1:00u		
Zone	Europe/Simferopol	2:00	EU	EE%sT	2014 Mar 30  2:00		
Zone	Europe/Simferopol	4:00	-	MSK	2014 Oct 26  2:00s		
Zone	Europe/Simferopol	3:00	-	MSK			
Zone	Europe/Astrakhan	3:12:12	-	LMT	1924 May		
Zone	Europe/Astrakhan	3:00	-	%z	1930 Jun 21		
Zone	Europe/Astrakhan	4:00	Russia	%z	1989 Mar 26  2:00s		
Zone	Europe/Astrakhan	3:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Europe/Astrakhan	4:00	-	%z	1992 Mar 29  2:00s		
Zone	Europe/Astrakhan	3:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Europe/Astrakhan	4:00	-	%z	2014 Oct 26  2:00s		
Zone	Europe/Astrakhan	3:00	-	%z	2016 Mar 27  2:00s		
Zone	Europe/Astrakhan	4:00	-	%z			
Zone	Europe/Volgograd	2:57:40	-	LMT	1920 Jan  3		
Zone	Europe/Volgograd	3:00	-	%z	1930 Jun 21		
Zone	Europe/Volgograd	4:00	-	%z	1961 Nov 11		
Zone	Europe/Volgograd	4:00	Russia	%z	1988 Mar 27  2:00s		
Zone	Europe/Volgograd	3:00	Russia	MSK/MSD	1991 Mar 31  2:00s		
Zone	Europe/Volgograd	4:00	-	%z	1992 Mar 29  2:00s		
Zone	Europe/Volgograd	3:00	Russia	MSK/MSD	2011 Mar 27  2:00s		
Zone	Europe/Volgograd	4:00	-	MSK	2014 Oct 26  2:00s		
Zone	Europe/Volgograd	3:00	-	MSK	2018 Oct 28  2:00s		
Zone	Europe/Volgograd	4:00	-	%z	2020 Dec 27  2:00s		
Zone	Europe/Volgograd	3:00	-	MSK			
Zone	Europe/Saratov	3:04:18	-	LMT	1919 Jul  1  0:00u		
Zone	Europe/Saratov	3:00	-	%z	1930 Jun 21		
Zone	Europe/Saratov	4:00	Russia	%z	1988 Mar 27  2:00s		
Zone	Europe/Saratov	3:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Europe/Saratov	4:00	-	%z	1992 Mar 29  2:00s		
Zone	Europe/Saratov	3:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Europe/Saratov	4:00	-	%z	2014 Oct 26  2:00s		
Zone	Europe/Saratov	3:00	-	%z	2016 Dec  4  2:00s		
Zone	Europe/Saratov	4:00	-	%z			
Zone	Europe/Kirov	3:18:48	-	LMT	1919 Jul  1  0:00u		
Zone	Europe/Kirov	3:00	-	%z	1930 Jun 21		
Zone	Europe/Kirov	4:00	Russia	%z	1989 Mar 26  2:00s		
Zone	Europe/Kirov	3:00	Russia	MSK/MSD	1991 Mar 31  2:00s		
Zone	Europe/Kirov	4:00	-	%z	1992 Mar 29  2:00s		
Zone	Europe/Kirov	3:00	Russia	MSK/MSD	2011 Mar 27  2:00s		
Zone	Europe/Kirov	4:00	-	MSK	2014 Oct 26  2:00s		
Zone	Europe/Kirov	3:00	-	MSK			
Zone	Europe/Samara	3:20:20	-	LMT	1919 Jul  1  0:00u		
Zone	Europe/Samara	3:00	-	%z	1930 Jun 21		
Zone	Europe/Samara	4:00	-	%z	1935 Jan 27		
Zone	Europe/Samara	4:00	Russia	%z	1989 Mar 26  2:00s		
Zone	Europe/Samara	3:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Europe/Samara	2:00	Russia	%z	1991 Sep 29  2:00s		
Zone	Europe/Samara	3:00	-	%z	1991 Oct 20  3:00		
Zone	Europe/Samara	4:00	Russia	%z	2010 Mar 28  2:00s		
Zone	Europe/Samara	3:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Europe/Samara	4:00	-	%z			
Zone	Europe/Ulyanovsk	3:13:36	-	LMT	1919 Jul  1  0:00u		
Zone	Europe/Ulyanovsk	3:00	-	%z	1930 Jun 21		
Zone	Europe/Ulyanovsk	4:00	Russia	%z	1989 Mar 26  2:00s		
Zone	Europe/Ulyanovsk	3:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Europe/Ulyanovsk	2:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Europe/Ulyanovsk	3:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Europe/Ulyanovsk	4:00	-	%z	2014 Oct 26  2:00s		
Zone	Europe/Ulyanovsk	3:00	-	%z	2016 Mar 27  2:00s		
Zone	Europe/Ulyanovsk	4:00	-	%z			
Zone	Asia/Yekaterinburg	4:02:33	-	LMT	1916 Jul  3		
Zone	Asia/Yekaterinburg	3:45:05	-	PMT	1919 Jul 15  4:00		
Zone	Asia/Yekaterinburg	4:00	-	%z	1930 Jun 21		
Zone	Asia/Yekaterinburg	5:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Asia/Yekaterinburg	4:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Asia/Yekaterinburg	5:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Asia/Yekaterinburg	6:00	-	%z	2014 Oct 26  2:00s		
Zone	Asia/Yekaterinburg	5:00	-	%z			
Zone	Asia/Omsk	4:53:30	-	LMT	1919 Nov 14		
Zone	Asia/Omsk	5:00	-	%z	1930 Jun 21		
Zone	Asia/Omsk	6:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Asia/Omsk	5:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Asia/Omsk	6:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Asia/Omsk	7:00	-	%z	2014 Oct 26  2:00s		
Zone	Asia/Omsk	6:00	-	%z			
Zone	Asia/Barnaul	5:35:00	-	LMT	1919 Dec 10		
Zone	Asia/Barnaul	6:00	-	%z	1930 Jun 21		
Zone	Asia/Barnaul	7:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Asia/Barnaul	6:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Asia/Barnaul	7:00	Russia	%z	1995 May 28		
Zone	Asia/Barnaul	6:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Asia/Barnaul	7:00	-	%z	2014 Oct 26  2:00s		
Zone	Asia/Barnaul	6:00	-	%z	2016 Mar 27  2:00s		
Zone	Asia/Barnaul	7:00	-	%z			
Zone	Asia/Novosibirsk	5:31:40	-	LMT	1919 Dec 14  6:00		
Zone	Asia/Novosibirsk	6:00	-	%z	1930 Jun 21		
Zone	Asia/Novosibirsk	7:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Asia/Novosibirsk	6:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Asia/Novosibirsk	7:00	Russia	%z	1993 May 23 	 say Shanks & P.	
Zone	Asia/Novosibirsk	6:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Asia/Novosibirsk	7:00	-	%z	2014 Oct 26  2:00s		
Zone	Asia/Novosibirsk	6:00	-	%z	2016 Jul 24  2:00s		
Zone	Asia/Novosibirsk	7:00	-	%z			
Zone	Asia/Tomsk	5:39:51	-	LMT	1919 Dec 22		
Zone	Asia/Tomsk	6:00	-	%z	1930 Jun 21		
Zone	Asia/Tomsk	7:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Asia/Tomsk	6:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Asia/Tomsk	7:00	Russia	%z	2002 May  1  3:00		
Zone	Asia/Tomsk	6:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Asia/Tomsk	7:00	-	%z	2014 Oct 26  2:00s		
Zone	Asia/Tomsk	6:00	-	%z	2016 May 29  2:00s		
Zone	Asia/Tomsk	7:00	-	%z			
Zone	Asia/Novokuznetsk	5:48:48	-	LMT	1924 May  1		
Zone	Asia/Novokuznetsk	6:00	-	%z	1930 Jun 21		
Zone	Asia/Novokuznetsk	7:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Asia/Novokuznetsk	6:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Asia/Novokuznetsk	7:00	Russia	%z	2010 Mar 28  2:00s		
Zone	Asia/Novokuznetsk	6:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Asia/Novokuznetsk	7:00	-	%z			
Zone	Asia/Krasnoyarsk	6:11:26	-	LMT	1920 Jan  6		
Zone	Asia/Krasnoyarsk	6:00	-	%z	1930 Jun 21		
Zone	Asia/Krasnoyarsk	7:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Asia/Krasnoyarsk	6:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Asia/Krasnoyarsk	7:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Asia/Krasnoyarsk	8:00	-	%z	2014 Oct 26  2:00s		
Zone	Asia/Krasnoyarsk	7:00	-	%z			
Zone	Asia/Irkutsk	6:57:05	-	LMT	1880		
Zone	Asia/Irkutsk	6:57:05	-	IMT	1920 Jan 25 	 Irkutsk Mean Time	
Zone	Asia/Irkutsk	7:00	-	%z	1930 Jun 21		
Zone	Asia/Irkutsk	8:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Asia/Irkutsk	7:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Asia/Irkutsk	8:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Asia/Irkutsk	9:00	-	%z	2014 Oct 26  2:00s		
Zone	Asia/Irkutsk	8:00	-	%z			
Zone	Asia/Chita	7:33:52	-	LMT	1919 Dec 15		
Zone	Asia/Chita	8:00	-	%z	1930 Jun 21		
Zone	Asia/Chita	9:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Asia/Chita	8:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Asia/Chita	9:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Asia/Chita	10:00	-	%z	2014 Oct 26  2:00s		
Zone	Asia/Chita	8:00	-	%z	2016 Mar 27  2:00		
Zone	Asia/Chita	9:00	-	%z			
Zone	Asia/Yakutsk	8:38:58	-	LMT	1919 Dec 15		
Zone	Asia/Yakutsk	8:00	-	%z	1930 Jun 21		
Zone	Asia/Yakutsk	9:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Asia/Yakutsk	8:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Asia/Yakutsk	9:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Asia/Yakutsk	10:00	-	%z	2014 Oct 26  2:00s		
Zone	Asia/Yakutsk	9:00	-	%z			
Zone	Asia/Vladivostok	8:47:31	-	LMT	1922 Nov 15		
Zone	Asia/Vladivostok	9:00	-	%z	1930 Jun 21		
Zone	Asia/Vladivostok	10:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Asia/Vladivostok	9:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Asia/Vladivostok	10:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Asia/Vladivostok	11:00	-	%z	2014 Oct 26  2:00s		
Zone	Asia/Vladivostok	10:00	-	%z			
Zone	Asia/Khandyga	9:02:13	-	LMT	1919 Dec 15		
Zone	Asia/Khandyga	8:00	-	%z	1930 Jun 21		
Zone	Asia/Khandyga	9:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Asia/Khandyga	8:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Asia/Khandyga	9:00	Russia	%z	2004		
Zone	Asia/Khandyga	10:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Asia/Khandyga	11:00	-	%z	2011 Sep 13  0:00s 	 Decree 725?	
Zone	Asia/Khandyga	10:00	-	%z	2014 Oct 26  2:00s		
Zone	Asia/Khandyga	9:00	-	%z			
Zone	Asia/Sakhalin	9:30:48	-	LMT	1905 Aug 23		
Zone	Asia/Sakhalin	9:00	-	%z	1945 Aug 25		
Zone	Asia/Sakhalin	11:00	Russia	%z	1991 Mar 31  2:00s 	 Sakhalin T	
Zone	Asia/Sakhalin	10:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Asia/Sakhalin	11:00	Russia	%z	1997 Mar lastSun  2:00s		
Zone	Asia/Sakhalin	10:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Asia/Sakhalin	11:00	-	%z	2014 Oct 26  2:00s		
Zone	Asia/Sakhalin	10:00	-	%z	2016 Mar 27  2:00s		
Zone	Asia/Sakhalin	11:00	-	%z			
Zone	Asia/Magadan	10:03:12	-	LMT	1924 May  2		
Zone	Asia/Magadan	10:00	-	%z	1930 Jun 21 	 Magadan Time	
Zone	Asia/Magadan	11:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Asia/Magadan	10:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Asia/Magadan	11:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Asia/Magadan	12:00	-	%z	2014 Oct 26  2:00s		
Zone	Asia/Magadan	10:00	-	%z	2016 Apr 24  2:00s		
Zone	Asia/Magadan	11:00	-	%z			
Zone	Asia/Srednekolymsk	10:14:52	-	LMT	1924 May  2		
Zone	Asia/Srednekolymsk	10:00	-	%z	1930 Jun 21		
Zone	Asia/Srednekolymsk	11:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Asia/Srednekolymsk	10:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Asia/Srednekolymsk	11:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Asia/Srednekolymsk	12:00	-	%z	2014 Oct 26  2:00s		
Zone	Asia/Srednekolymsk	11:00	-	%z			
Zone	Asia/Ust-Nera	9:32:54	-	LMT	1919 Dec 15		
Zone	Asia/Ust-Nera	8:00	-	%z	1930 Jun 21		
Zone	Asia/Ust-Nera	9:00	Russia	%z	1981 Apr  1		
Zone	Asia/Ust-Nera	11:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Asia/Ust-Nera	10:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Asia/Ust-Nera	11:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Asia/Ust-Nera	12:00	-	%z	2011 Sep 13  0:00s 	 Decree 725?	
Zone	Asia/Ust-Nera	11:00	-	%z	2014 Oct 26  2:00s		
Zone	Asia/Ust-Nera	10:00	-	%z			
Zone	Asia/Kamchatka	10:34:36	-	LMT	1922 Nov 10		
Zone	Asia/Kamchatka	11:00	-	%z	1930 Jun 21		
Zone	Asia/Kamchatka	12:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Asia/Kamchatka	11:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Asia/Kamchatka	12:00	Russia	%z	2010 Mar 28  2:00s		
Zone	Asia/Kamchatka	11:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Asia/Kamchatka	12:00	-	%z			
Zone	Asia/Anadyr	11:49:56	-	LMT	1924 May  2		
Zone	Asia/Anadyr	12:00	-	%z	1930 Jun 21		
Zone	Asia/Anadyr	13:00	Russia	%z	1982 Apr  1  0:00s		
Zone	Asia/Anadyr	12:00	Russia	%z	1991 Mar 31  2:00s		
Zone	Asia/Anadyr	11:00	Russia	%z	1992 Jan 19  2:00s		
Zone	Asia/Anadyr	12:00	Russia	%z	2010 Mar 28  2:00s		
Zone	Asia/Anadyr	11:00	Russia	%z	2011 Mar 27  2:00s		
Zone	Asia/Anadyr	12:00	-	%z			
Zone	Europe/Belgrade	1:22:00	-	LMT	1884		
Zone	Europe/Belgrade	1:00	-	CET	1941 Apr 18 23:00		
Zone	Europe/Belgrade	1:00	C-Eur	CE%sT	1945		
Zone	Europe/Belgrade	1:00	-	CET	1945 May  8  2:00s		
Zone	Europe/Belgrade	1:00	1:00	CEST	1945 Sep 16  2:00s		
Zone	Europe/Belgrade	1:00	-	CET	1982 Nov 27		
Zone	Europe/Belgrade	1:00	EU	CE%sT			
Zone	Europe/Madrid	-0:14:44	-	LMT	1901 Jan  1  0:00u		
Zone	Europe/Madrid	0:00	Spain	WE%sT	1940 Mar 16 23:00		
Zone	Europe/Madrid	1:00	Spain	CE%sT	1979		
Zone	Europe/Madrid	1:00	EU	CE%sT			
Zone	Africa/Ceuta	-0:21:16	-	LMT	1901 Jan  1  0:00u		
Zone	Africa/Ceuta	0:00	-	WET	1918 May  6 23:00		
Zone	Africa/Ceuta	0:00	1:00	WEST	1918 Oct  7 23:00		
Zone	Africa/Ceuta	0:00	-	WET	1924		
Zone	Africa/Ceuta	0:00	Spain	WE%sT	1929		
Zone	Africa/Ceuta	0:00	-	WET	1967	 Help zishrink.awk.	
Zone	Africa/Ceuta	0:00	SpainAfrica	WE%sT	1984 Mar 16		
Zone	Africa/Ceuta	1:00	-	CET	1986		
Zone	Africa/Ceuta	1:00	EU	CE%sT			
Zone	Atlantic/Canary	-1:01:36	-	LMT	1922 Mar 	 Las Palmas de Gran C.	
Zone	Atlantic/Canary	-1:00	-	%z	1946 Sep 30  1:00		
Zone	Atlantic/Canary	0:00	-	WET	1980 Apr  6  0:00s		
Zone	Atlantic/Canary	0:00	1:00	WEST	1980 Sep 28  1:00u		
Zone	Atlantic/Canary	0:00	EU	WE%sT			
Zone	Europe/Zurich	0:34:08	-	LMT	1853 Jul 16 	 See above comment.	
Zone	Europe/Zurich	0:29:46	-	BMT	1894 Jun    	 Bern Mean Time	
Zone	Europe/Zurich	1:00	Swiss	CE%sT	1981		
Zone	Europe/Zurich	1:00	EU	CE%sT			
Zone	Europe/Istanbul	1:55:52	-	LMT	1880		
Zone	Europe/Istanbul	1:56:56	-	IMT	1910 Oct 	 Istanbul Mean Time?	
Zone	Europe/Istanbul	2:00	Turkey	EE%sT	1978 Jun 29		
Zone	Europe/Istanbul	3:00	Turkey	%z	1984 Nov  1  2:00		
Zone	Europe/Istanbul	2:00	Turkey	EE%sT	2007		
Zone	Europe/Istanbul	2:00	EU	EE%sT	2011 Mar 27  1:00u		
Zone	Europe/Istanbul	2:00	-	EET	2011 Mar 28  1:00u		
Zone	Europe/Istanbul	2:00	EU	EE%sT	2014 Mar 30  1:00u		
Zone	Europe/Istanbul	2:00	-	EET	2014 Mar 31  1:00u		
Zone	Europe/Istanbul	2:00	EU	EE%sT	2015 Oct 25  1:00u		
Zone	Europe/Istanbul	2:00	1:00	EEST	2015 Nov  8  1:00u		
Zone	Europe/Istanbul	2:00	EU	EE%sT	2016 Sep  7		
Zone	Europe/Istanbul	3:00	-	%z			
Zone	Europe/Kyiv	2:02:04	-	LMT	1880		
Zone	Europe/Kyiv	2:02:04	-	KMT	1924 May  2 	 Kyiv Mean Time	
Zone	Europe/Kyiv	2:00	-	EET	1930 Jun 21		
Zone	Europe/Kyiv	3:00	-	MSK	1941 Sep 20		
Zone	Europe/Kyiv	1:00	C-Eur	CE%sT	1943 Nov  6		
Zone	Europe/Kyiv	3:00	Russia	MSK/MSD	1990 Jul  1  2:00		
Zone	Europe/Kyiv	2:00	1:00	EEST	1991 Sep 29  3:00		
Zone	Europe/Kyiv	2:00	C-Eur	EE%sT	1996 May 13		
Zone	Europe/Kyiv	2:00	EU	EE%sT			
Zone	America/New_York	-4:56:02	-	LMT	1883 Nov 18 17:00u		
Zone	America/New_York	-5:00	US	E%sT	1920		
Zone	America/New_York	-5:00	NYC	E%sT	1942		
Zone	America/New_York	-5:00	US	E%sT	1946		
Zone	America/New_York	-5:00	NYC	E%sT	1967		
Zone	America/New_York	-5:00	US	E%sT			
Zone	America/Chicago	-5:50:36	-	LMT	1883 Nov 18 18:00u		
Zone	America/Chicago	-6:00	US	C%sT	1920		
Zone	America/Chicago	-6:00	Chicago	C%sT	1936 Mar  1  2:00		
Zone	America/Chicago	-5:00	-	EST	1936 Nov 15  2:00		
Zone	America/Chicago	-6:00	Chicago	C%sT	1942		
Zone	America/Chicago	-6:00	US	C%sT	1946		
Zone	America/Chicago	-6:00	Chicago	C%sT	1967		
Zone	America/Chicago	-6:00	US	C%sT			
Zone	America/North_Dakota/Center	-6:45:12	-	LMT	1883 Nov 18 19:00u		
Zone	America/North_Dakota/Center	-7:00	US	M%sT	1992 Oct 25  2:00		
Zone	America/North_Dakota/Center	-6:00	US	C%sT			
Zone	America/North_Dakota/New_Salem	-6:45:39	-	LMT	1883 Nov 18 19:00u		
Zone	America/North_Dakota/New_Salem	-7:00	US	M%sT	2003 Oct 26  2:00		
